TEAM_ABBREVIATION,TEAM_NAME,GAME_DATE,is_home,PTS,OPP_PTS,OPP_TEAM_NAME,_season
NY,New York Knicks,2023-01-02,True,102,83,Phoenix Suns,2025-26
PHX,Phoenix Suns,2023-01-02,False,83,102,New York Knicks,2025-26
CHA,Charlotte Hornets,2023-01-03,True,115,121,Los Angeles Lakers,2025-26
LAL,Los Angeles Lakers,2023-01-03,False,121,115,Charlotte Hornets,2025-26
CLE,Cleveland Cavaliers,2023-01-03,True,145,134,Chicago Bulls,2025-26
CHI,Chicago Bulls,2023-01-03,False,134,145,Cleveland Cavaliers,2025-26
IND,Indiana Pacers,2023-01-03,True,122,114,Toronto Raptors,2025-26
TOR,Toronto Raptors,2023-01-03,False,114,122,Indiana Pacers,2025-26
PHI,Philadelphia 76ers,2023-01-03,True,120,111,New Orleans Pelicans,2025-26
NO,New Orleans Pelicans,2023-01-03,False,111,120,Philadelphia 76ers,2025-26
BKN,Brooklyn Nets,2023-01-03,True,139,103,San Antonio Spurs,2025-26
SA,San Antonio Spurs,2023-01-03,False,103,139,Brooklyn Nets,2025-26
HOU,Houston Rockets,2023-01-03,True,106,111,Dallas Mavericks,2025-26
DAL,Dallas Mavericks,2023-01-03,False,111,106,Houston Rockets,2025-26
MIN,Minnesota Timberwolves,2023-01-03,True,124,111,Denver Nuggets,2025-26
DEN,Denver Nuggets,2023-01-03,False,111,124,Minnesota Timberwolves,2025-26
GS,Golden State Warriors,2023-01-03,True,143,141,Atlanta Hawks,2025-26
ATL,Atlanta Hawks,2023-01-03,False,141,143,Golden State Warriors,2025-26
POR,Portland Trail Blazers,2023-01-03,True,135,106,Detroit Pistons,2025-26
DET,Detroit Pistons,2023-01-03,False,106,135,Portland Trail Blazers,2025-26
LAC,LA Clippers,2023-01-03,True,100,110,Miami Heat,2025-26
MIA,Miami Heat,2023-01-03,False,110,100,LA Clippers,2025-26
MIL,Milwaukee Bucks,2023-01-04,True,123,113,Washington Wizards,2025-26
WSH,Washington Wizards,2023-01-04,False,113,123,Milwaukee Bucks,2025-26
OKC,Oklahoma City Thunder,2023-01-04,True,150,117,Boston Celtics,2025-26
BOS,Boston Celtics,2023-01-04,False,117,150,Oklahoma City Thunder,2025-26
UTAH,Utah Jazz,2023-01-04,True,115,117,Sacramento Kings,2025-26
SAC,Sacramento Kings,2023-01-04,False,117,115,Utah Jazz,2025-26
CHA,Charlotte Hornets,2023-01-05,True,107,131,Memphis Grizzlies,2025-26
MEM,Memphis Grizzlies,2023-01-05,False,131,107,Charlotte Hornets,2025-26
CLE,Cleveland Cavaliers,2023-01-05,True,90,88,Phoenix Suns,2025-26
PHX,Phoenix Suns,2023-01-05,False,88,90,Cleveland Cavaliers,2025-26
ORL,Orlando Magic,2023-01-05,True,126,115,Oklahoma City Thunder,2025-26
OKC,Oklahoma City Thunder,2023-01-05,False,115,126,Orlando Magic,2025-26
PHI,Philadelphia 76ers,2023-01-05,True,129,126,Indiana Pacers,2025-26
IND,Indiana Pacers,2023-01-05,False,126,129,Philadelphia 76ers,2025-26
NY,New York Knicks,2023-01-05,True,117,114,San Antonio Spurs,2025-26
SA,San Antonio Spurs,2023-01-05,False,114,117,New York Knicks,2025-26
TOR,Toronto Raptors,2023-01-05,True,101,104,Milwaukee Bucks,2025-26
MIL,Milwaukee Bucks,2023-01-05,False,104,101,Toronto Raptors,2025-26
CHI,Chicago Bulls,2023-01-05,True,121,112,Brooklyn Nets,2025-26
BKN,Brooklyn Nets,2023-01-05,False,112,121,Chicago Bulls,2025-26
MIN,Minnesota Timberwolves,2023-01-05,True,113,106,Portland Trail Blazers,2025-26
POR,Portland Trail Blazers,2023-01-05,False,106,113,Minnesota Timberwolves,2025-26
NO,New Orleans Pelicans,2023-01-05,True,119,108,Houston Rockets,2025-26
HOU,Houston Rockets,2023-01-05,False,108,119,New Orleans Pelicans,2025-26
GS,Golden State Warriors,2023-01-05,True,119,122,Detroit Pistons,2025-26
DET,Detroit Pistons,2023-01-05,False,122,119,Golden State Warriors,2025-26
LAL,Los Angeles Lakers,2023-01-05,True,112,109,Miami Heat,2025-26
MIA,Miami Heat,2023-01-05,False,109,112,Los Angeles Lakers,2025-26
SAC,Sacramento Kings,2023-01-05,True,117,120,Atlanta Hawks,2025-26
ATL,Atlanta Hawks,2023-01-05,False,120,117,Sacramento Kings,2025-26
ORL,Orlando Magic,2023-01-06,True,115,123,Memphis Grizzlies,2025-26
MEM,Memphis Grizzlies,2023-01-06,False,123,115,Orlando Magic,2025-26
DAL,Dallas Mavericks,2023-01-06,True,95,124,Boston Celtics,2025-26
BOS,Boston Celtics,2023-01-06,False,124,95,Dallas Mavericks,2025-26
HOU,Houston Rockets,2023-01-06,True,114,131,Utah Jazz,2025-26
UTAH,Utah Jazz,2023-01-06,False,131,114,Houston Rockets,2025-26
DEN,Denver Nuggets,2023-01-06,True,122,91,LA Clippers,2025-26
LAC,LA Clippers,2023-01-06,False,91,122,Denver Nuggets,2025-26
IND,Indiana Pacers,2023-01-07,True,108,99,Portland Trail Blazers,2025-26
POR,Portland Trail Blazers,2023-01-07,False,99,108,Indiana Pacers,2025-26
PHI,Philadelphia 76ers,2023-01-07,True,112,126,Chicago Bulls,2025-26
CHI,Chicago Bulls,2023-01-07,False,126,112,Philadelphia 76ers,2025-26
TOR,Toronto Raptors,2023-01-07,True,108,112,New York Knicks,2025-26
NY,New York Knicks,2023-01-07,False,112,108,Toronto Raptors,2025-26
NO,New Orleans Pelicans,2023-01-07,True,102,108,Brooklyn Nets,2025-26
BKN,Brooklyn Nets,2023-01-07,False,108,102,New Orleans Pelicans,2025-26
MIL,Milwaukee Bucks,2023-01-07,True,109,138,Charlotte Hornets,2025-26
CHA,Charlotte Hornets,2023-01-07,False,138,109,Milwaukee Bucks,2025-26
OKC,Oklahoma City Thunder,2023-01-07,True,127,110,Washington Wizards,2025-26
WSH,Washington Wizards,2023-01-07,False,110,127,Oklahoma City Thunder,2025-26
SA,San Antonio Spurs,2023-01-07,True,121,109,Detroit Pistons,2025-26
DET,Detroit Pistons,2023-01-07,False,109,121,San Antonio Spurs,2025-26
MIN,Minnesota Timberwolves,2023-01-07,True,128,115,LA Clippers,2025-26
LAC,LA Clippers,2023-01-07,False,115,128,Minnesota Timberwolves,2025-26
DEN,Denver Nuggets,2023-01-07,True,121,108,Cleveland Cavaliers,2025-26
CLE,Cleveland Cavaliers,2023-01-07,False,108,121,Denver Nuggets,2025-26
PHX,Phoenix Suns,2023-01-07,True,96,104,Miami Heat,2025-26
MIA,Miami Heat,2023-01-07,False,104,96,Phoenix Suns,2025-26
LAL,Los Angeles Lakers,2023-01-07,True,130,114,Atlanta Hawks,2025-26
ATL,Atlanta Hawks,2023-01-07,False,114,130,Los Angeles Lakers,2025-26
SA,San Antonio Spurs,2023-01-07,True,116,121,Boston Celtics,2025-26
BOS,Boston Celtics,2023-01-07,False,121,116,San Antonio Spurs,2025-26
CHI,Chicago Bulls,2023-01-08,True,126,118,Utah Jazz,2025-26
UTAH,Utah Jazz,2023-01-08,False,118,126,Chicago Bulls,2025-26
DAL,Dallas Mavericks,2023-01-08,True,127,117,New Orleans Pelicans,2025-26
NO,New Orleans Pelicans,2023-01-08,False,117,127,Dallas Mavericks,2025-26
GS,Golden State Warriors,2023-01-08,True,101,115,Orlando Magic,2025-26
ORL,Orlando Magic,2023-01-08,False,115,101,Golden State Warriors,2025-26
SAC,Sacramento Kings,2023-01-08,True,134,136,Los Angeles Lakers,2025-26
LAL,Los Angeles Lakers,2023-01-08,False,136,134,Sacramento Kings,2025-26
DET,Detroit Pistons,2023-01-08,True,111,123,Philadelphia 76ers,2025-26
PHI,Philadelphia 76ers,2023-01-08,False,123,111,Detroit Pistons,2025-26
TOR,Toronto Raptors,2023-01-08,True,117,105,Portland Trail Blazers,2025-26
POR,Portland Trail Blazers,2023-01-08,False,105,117,Toronto Raptors,2025-26
IND,Indiana Pacers,2023-01-08,True,116,111,Charlotte Hornets,2025-26
CHA,Charlotte Hornets,2023-01-08,False,111,116,Indiana Pacers,2025-26
MIA,Miami Heat,2023-01-08,True,101,102,Brooklyn Nets,2025-26
BKN,Brooklyn Nets,2023-01-08,False,102,101,Miami Heat,2025-26
MEM,Memphis Grizzlies,2023-01-08,True,123,118,Utah Jazz,2025-26
UTAH,Utah Jazz,2023-01-08,False,118,123,Memphis Grizzlies,2025-26
HOU,Houston Rockets,2023-01-09,True,96,104,Minnesota Timberwolves,2025-26
MIN,Minnesota Timberwolves,2023-01-09,False,104,96,Houston Rockets,2025-26
OKC,Oklahoma City Thunder,2023-01-09,True,120,109,Dallas Mavericks,2025-26
DAL,Dallas Mavericks,2023-01-09,False,109,120,Oklahoma City Thunder,2025-26
PHX,Phoenix Suns,2023-01-09,True,98,112,Cleveland Cavaliers,2025-26
CLE,Cleveland Cavaliers,2023-01-09,False,112,98,Phoenix Suns,2025-26
LAC,LA Clippers,2023-01-09,True,108,112,Atlanta Hawks,2025-26
ATL,Atlanta Hawks,2023-01-09,False,112,108,LA Clippers,2025-26
WSH,Washington Wizards,2023-01-10,True,112,132,New Orleans Pelicans,2025-26
NO,New Orleans Pelicans,2023-01-10,False,132,112,Washington Wizards,2025-26
BOS,Boston Celtics,2023-01-10,True,107,99,Chicago Bulls,2025-26
CHI,Chicago Bulls,2023-01-10,False,99,107,Boston Celtics,2025-26
NY,New York Knicks,2023-01-10,True,107,111,Milwaukee Bucks,2025-26
MIL,Milwaukee Bucks,2023-01-10,False,111,107,New York Knicks,2025-26
MEM,Memphis Grizzlies,2023-01-10,True,121,113,San Antonio Spurs,2025-26
SA,San Antonio Spurs,2023-01-10,False,113,121,Memphis Grizzlies,2025-26
DEN,Denver Nuggets,2023-01-10,True,122,109,Los Angeles Lakers,2025-26
LAL,Los Angeles Lakers,2023-01-10,False,109,122,Denver Nuggets,2025-26
SAC,Sacramento Kings,2023-01-10,True,136,111,Orlando Magic,2025-26
ORL,Orlando Magic,2023-01-10,False,111,136,Sacramento Kings,2025-26
PHI,Philadelphia 76ers,2023-01-11,True,147,116,Detroit Pistons,2025-26
DET,Detroit Pistons,2023-01-11,False,116,147,Philadelphia 76ers,2025-26
MIA,Miami Heat,2023-01-11,True,112,111,Oklahoma City Thunder,2025-26
OKC,Oklahoma City Thunder,2023-01-11,False,111,112,Miami Heat,2025-26
TOR,Toronto Raptors,2023-01-11,True,132,120,Charlotte Hornets,2025-26
CHA,Charlotte Hornets,2023-01-11,False,120,132,Toronto Raptors,2025-26
UTAH,Utah Jazz,2023-01-11,True,116,114,Cleveland Cavaliers,2025-26
CLE,Cleveland Cavaliers,2023-01-11,False,114,116,Utah Jazz,2025-26
GS,Golden State Warriors,2023-01-11,True,113,125,Phoenix Suns,2025-26
PHX,Phoenix Suns,2023-01-11,False,125,113,Golden State Warriors,2025-26
POR,Portland Trail Blazers,2023-01-11,True,106,109,Orlando Magic,2025-26
ORL,Orlando Magic,2023-01-11,False,109,106,Portland Trail Blazers,2025-26
LAC,LA Clippers,2023-01-11,True,113,101,Dallas Mavericks,2025-26
DAL,Dallas Mavericks,2023-01-11,False,101,113,LA Clippers,2025-26
DET,Detroit Pistons,2023-01-12,True,135,118,Minnesota Timberwolves,2025-26
MIN,Minnesota Timberwolves,2023-01-12,False,118,135,Detroit Pistons,2025-26
WSH,Washington Wizards,2023-01-12,True,100,97,Chicago Bulls,2025-26
CHI,Chicago Bulls,2023-01-12,False,97,100,Washington Wizards,2025-26
ATL,Atlanta Hawks,2023-01-12,True,105,114,Milwaukee Bucks,2025-26
MIL,Milwaukee Bucks,2023-01-12,False,114,105,Atlanta Hawks,2025-26
BOS,Boston Celtics,2023-01-12,True,125,114,New Orleans Pelicans,2025-26
NO,New Orleans Pelicans,2023-01-12,False,114,125,Boston Celtics,2025-26
NY,New York Knicks,2023-01-12,True,119,113,Indiana Pacers,2025-26
IND,Indiana Pacers,2023-01-12,False,113,119,New York Knicks,2025-26
MEM,Memphis Grizzlies,2023-01-12,True,135,129,San Antonio Spurs,2025-26
SA,San Antonio Spurs,2023-01-12,False,129,135,Memphis Grizzlies,2025-26
DEN,Denver Nuggets,2023-01-12,True,126,97,Phoenix Suns,2025-26
PHX,Phoenix Suns,2023-01-12,False,97,126,Denver Nuggets,2025-26
SAC,Sacramento Kings,2023-01-12,True,135,115,Houston Rockets,2025-26
HOU,Houston Rockets,2023-01-12,False,115,135,Sacramento Kings,2025-26
PHI,Philadelphia 76ers,2023-01-13,True,114,133,Oklahoma City Thunder,2025-26
OKC,Oklahoma City Thunder,2023-01-13,False,133,114,Philadelphia 76ers,2025-26
BKN,Brooklyn Nets,2023-01-13,True,98,109,Boston Celtics,2025-26
BOS,Boston Celtics,2023-01-13,False,109,98,Brooklyn Nets,2025-26
MIA,Miami Heat,2023-01-13,True,108,102,Milwaukee Bucks,2025-26
MIL,Milwaukee Bucks,2023-01-13,False,102,108,Miami Heat,2025-26
TOR,Toronto Raptors,2023-01-13,True,124,114,Charlotte Hornets,2025-26
CHA,Charlotte Hornets,2023-01-13,False,114,124,Toronto Raptors,2025-26
LAL,Los Angeles Lakers,2023-01-13,True,115,119,Dallas Mavericks,2025-26
DAL,Dallas Mavericks,2023-01-13,False,119,115,Los Angeles Lakers,2025-26
POR,Portland Trail Blazers,2023-01-13,True,113,119,Cleveland Cavaliers,2025-26
CLE,Cleveland Cavaliers,2023-01-13,False,119,113,Portland Trail Blazers,2025-26
DET,Detroit Pistons,2023-01-14,True,110,116,New Orleans Pelicans,2025-26
NO,New Orleans Pelicans,2023-01-14,False,116,110,Detroit Pistons,2025-26
IND,Indiana Pacers,2023-01-14,True,111,113,Atlanta Hawks,2025-26
ATL,Atlanta Hawks,2023-01-14,False,113,111,Indiana Pacers,2025-26
WSH,Washington Wizards,2023-01-14,True,108,112,New York Knicks,2025-26
NY,New York Knicks,2023-01-14,False,112,108,Washington Wizards,2025-26
SA,San Antonio Spurs,2023-01-14,True,113,144,Golden State Warriors,2025-26
GS,Golden State Warriors,2023-01-14,False,144,113,San Antonio Spurs,2025-26
CHI,Chicago Bulls,2023-01-14,True,110,124,Oklahoma City Thunder,2025-26
OKC,Oklahoma City Thunder,2023-01-14,False,124,110,Chicago Bulls,2025-26
MIN,Minnesota Timberwolves,2023-01-14,True,121,116,Phoenix Suns,2025-26
PHX,Phoenix Suns,2023-01-14,False,116,121,Minnesota Timberwolves,2025-26
UTAH,Utah Jazz,2023-01-14,True,112,108,Orlando Magic,2025-26
ORL,Orlando Magic,2023-01-14,False,108,112,Utah Jazz,2025-26
LAC,LA Clippers,2023-01-14,True,103,115,Denver Nuggets,2025-26
DEN,Denver Nuggets,2023-01-14,False,115,103,LA Clippers,2025-26
SAC,Sacramento Kings,2023-01-14,True,139,114,Houston Rockets,2025-26
HOU,Houston Rockets,2023-01-14,False,114,139,Sacramento Kings,2025-26
MIA,Miami Heat,2023-01-14,True,111,95,Milwaukee Bucks,2025-26
MIL,Milwaukee Bucks,2023-01-14,False,95,111,Miami Heat,2025-26
CHA,Charlotte Hornets,2023-01-15,True,106,122,Boston Celtics,2025-26
BOS,Boston Celtics,2023-01-15,False,122,106,Charlotte Hornets,2025-26
IND,Indiana Pacers,2023-01-15,True,112,130,Memphis Grizzlies,2025-26
MEM,Memphis Grizzlies,2023-01-15,False,130,112,Indiana Pacers,2025-26
TOR,Toronto Raptors,2023-01-15,True,103,114,Atlanta Hawks,2025-26
ATL,Atlanta Hawks,2023-01-15,False,114,103,Toronto Raptors,2025-26
MIN,Minnesota Timberwolves,2023-01-15,True,110,102,Cleveland Cavaliers,2025-26
CLE,Cleveland Cavaliers,2023-01-15,False,102,110,Minnesota Timberwolves,2025-26
UTAH,Utah Jazz,2023-01-15,True,117,118,Philadelphia 76ers,2025-26
PHI,Philadelphia 76ers,2023-01-15,False,118,117,Utah Jazz,2025-26
POR,Portland Trail Blazers,2023-01-15,True,136,119,Dallas Mavericks,2025-26
DAL,Dallas Mavericks,2023-01-15,False,119,136,Portland Trail Blazers,2025-26
DET,Detroit Pistons,2023-01-15,True,104,117,New York Knicks,2025-26
NY,New York Knicks,2023-01-15,False,117,104,Detroit Pistons,2025-26
LAC,LA Clippers,2023-01-15,True,121,100,Houston Rockets,2025-26
HOU,Houston Rockets,2023-01-15,False,100,121,LA Clippers,2025-26
CHI,Chicago Bulls,2023-01-15,True,132,118,Golden State Warriors,2025-26
GS,Golden State Warriors,2023-01-15,False,118,132,Chicago Bulls,2025-26
BKN,Brooklyn Nets,2023-01-15,True,102,112,Oklahoma City Thunder,2025-26
OKC,Oklahoma City Thunder,2023-01-15,False,112,102,Brooklyn Nets,2025-26
SA,San Antonio Spurs,2023-01-16,True,119,132,Sacramento Kings,2025-26
SAC,Sacramento Kings,2023-01-16,False,132,119,San Antonio Spurs,2025-26
DEN,Denver Nuggets,2023-01-16,True,119,116,Orlando Magic,2025-26
ORL,Orlando Magic,2023-01-16,False,116,119,Denver Nuggets,2025-26
POR,Portland Trail Blazers,2023-01-16,True,140,123,Dallas Mavericks,2025-26
DAL,Dallas Mavericks,2023-01-16,False,123,140,Portland Trail Blazers,2025-26
LAL,Los Angeles Lakers,2023-01-16,True,112,113,Philadelphia 76ers,2025-26
PHI,Philadelphia 76ers,2023-01-16,False,113,112,Los Angeles Lakers,2025-26
CHA,Charlotte Hornets,2023-01-16,True,118,130,Boston Celtics,2025-26
BOS,Boston Celtics,2023-01-16,False,130,118,Charlotte Hornets,2025-26
MIL,Milwaukee Bucks,2023-01-16,True,132,119,Indiana Pacers,2025-26
IND,Indiana Pacers,2023-01-16,False,119,132,Milwaukee Bucks,2025-26
CLE,Cleveland Cavaliers,2023-01-16,True,113,103,New Orleans Pelicans,2025-26
NO,New Orleans Pelicans,2023-01-16,False,103,113,Cleveland Cavaliers,2025-26
NY,New York Knicks,2023-01-16,True,121,123,Toronto Raptors,2025-26
TOR,Toronto Raptors,2023-01-16,False,123,121,New York Knicks,2025-26
WSH,Washington Wizards,2023-01-16,True,118,127,Golden State Warriors,2025-26
GS,Golden State Warriors,2023-01-16,False,127,118,Washington Wizards,2025-26
ATL,Atlanta Hawks,2023-01-16,True,121,113,Miami Heat,2025-26
MIA,Miami Heat,2023-01-16,False,113,121,Atlanta Hawks,2025-26
MIN,Minnesota Timberwolves,2023-01-16,True,125,126,Utah Jazz,2025-26
UTAH,Utah Jazz,2023-01-16,False,126,125,Minnesota Timberwolves,2025-26
MEM,Memphis Grizzlies,2023-01-16,True,136,106,Phoenix Suns,2025-26
PHX,Phoenix Suns,2023-01-16,False,106,136,Memphis Grizzlies,2025-26
LAL,Los Angeles Lakers,2023-01-17,True,140,132,Houston Rockets,2025-26
HOU,Houston Rockets,2023-01-17,False,132,140,Los Angeles Lakers,2025-26
MIL,Milwaukee Bucks,2023-01-18,True,130,122,Toronto Raptors,2025-26
TOR,Toronto Raptors,2023-01-18,False,122,130,Milwaukee Bucks,2025-26
SA,San Antonio Spurs,2023-01-18,True,106,98,Brooklyn Nets,2025-26
BKN,Brooklyn Nets,2023-01-18,False,98,106,San Antonio Spurs,2025-26
DEN,Denver Nuggets,2023-01-18,True,122,113,Portland Trail Blazers,2025-26
POR,Portland Trail Blazers,2023-01-18,False,113,122,Denver Nuggets,2025-26
LAC,LA Clippers,2023-01-18,True,110,120,Philadelphia 76ers,2025-26
PHI,Philadelphia 76ers,2023-01-18,False,120,110,LA Clippers,2025-26
NY,New York Knicks,2023-01-19,True,105,116,Washington Wizards,2025-26
WSH,Washington Wizards,2023-01-19,False,116,105,New York Knicks,2025-26
DAL,Dallas Mavericks,2023-01-19,True,122,130,Atlanta Hawks,2025-26
ATL,Atlanta Hawks,2023-01-19,False,130,122,Dallas Mavericks,2025-26
HOU,Houston Rockets,2023-01-19,True,117,122,Charlotte Hornets,2025-26
CHA,Charlotte Hornets,2023-01-19,False,122,117,Houston Rockets,2025-26
MEM,Memphis Grizzlies,2023-01-19,True,115,114,Cleveland Cavaliers,2025-26
CLE,Cleveland Cavaliers,2023-01-19,False,114,115,Memphis Grizzlies,2025-26
NO,New Orleans Pelicans,2023-01-19,True,98,124,Miami Heat,2025-26
MIA,Miami Heat,2023-01-19,False,124,98,New Orleans Pelicans,2025-26
OKC,Oklahoma City Thunder,2023-01-19,True,126,106,Indiana Pacers,2025-26
IND,Indiana Pacers,2023-01-19,False,106,126,Oklahoma City Thunder,2025-26
UTAH,Utah Jazz,2023-01-19,True,126,103,LA Clippers,2025-26
LAC,LA Clippers,2023-01-19,False,103,126,Utah Jazz,2025-26
DEN,Denver Nuggets,2023-01-19,True,122,118,Minnesota Timberwolves,2025-26
MIN,Minnesota Timberwolves,2023-01-19,False,118,122,Denver Nuggets,2025-26
LAL,Los Angeles Lakers,2023-01-19,True,111,116,Sacramento Kings,2025-26
SAC,Sacramento Kings,2023-01-19,False,116,111,Los Angeles Lakers,2025-26
DET,Detroit Pistons,2023-01-19,True,108,126,Chicago Bulls,2025-26
CHI,Chicago Bulls,2023-01-19,False,126,108,Detroit Pistons,2025-26
BOS,Boston Celtics,2023-01-20,True,121,118,Golden State Warriors,2025-26
GS,Golden State Warriors,2023-01-20,False,118,121,Boston Celtics,2025-26
MIN,Minnesota Timberwolves,2023-01-20,True,128,126,Toronto Raptors,2025-26
TOR,Toronto Raptors,2023-01-20,False,126,128,Minnesota Timberwolves,2025-26
PHX,Phoenix Suns,2023-01-20,True,117,112,Brooklyn Nets,2025-26
BKN,Brooklyn Nets,2023-01-20,False,112,117,Phoenix Suns,2025-26
POR,Portland Trail Blazers,2023-01-20,True,95,105,Philadelphia 76ers,2025-26
PHI,Philadelphia 76ers,2023-01-20,False,105,95,Portland Trail Blazers,2025-26
ORL,Orlando Magic,2023-01-21,True,123,110,New Orleans Pelicans,2025-26
NO,New Orleans Pelicans,2023-01-21,False,110,123,Orlando Magic,2025-26
ATL,Atlanta Hawks,2023-01-21,True,139,124,New York Knicks,2025-26
NY,New York Knicks,2023-01-21,False,124,139,Atlanta Hawks,2025-26
CLE,Cleveland Cavaliers,2023-01-21,True,114,120,Golden State Warriors,2025-26
GS,Golden State Warriors,2023-01-21,False,120,114,Cleveland Cavaliers,2025-26
DAL,Dallas Mavericks,2023-01-21,True,115,90,Miami Heat,2025-26
MIA,Miami Heat,2023-01-21,False,90,115,Dallas Mavericks,2025-26
SA,San Antonio Spurs,2023-01-21,True,126,131,LA Clippers,2025-26
LAC,LA Clippers,2023-01-21,False,131,126,San Antonio Spurs,2025-26
DEN,Denver Nuggets,2023-01-21,True,134,111,Indiana Pacers,2025-26
IND,Indiana Pacers,2023-01-21,False,111,134,Denver Nuggets,2025-26
UTAH,Utah Jazz,2023-01-21,True,106,117,Brooklyn Nets,2025-26
BKN,Brooklyn Nets,2023-01-21,False,117,106,Utah Jazz,2025-26
LAL,Los Angeles Lakers,2023-01-21,True,122,121,Memphis Grizzlies,2025-26
MEM,Memphis Grizzlies,2023-01-21,False,121,122,Los Angeles Lakers,2025-26
SAC,Sacramento Kings,2023-01-21,True,118,113,Oklahoma City Thunder,2025-26
OKC,Oklahoma City Thunder,2023-01-21,False,113,118,Sacramento Kings,2025-26
TOR,Toronto Raptors,2023-01-21,True,104,106,Boston Celtics,2025-26
BOS,Boston Celtics,2023-01-21,False,106,104,Toronto Raptors,2025-26
WSH,Washington Wizards,2023-01-22,True,138,118,Orlando Magic,2025-26
ORL,Orlando Magic,2023-01-22,False,118,138,Washington Wizards,2025-26
ATL,Atlanta Hawks,2023-01-22,True,118,122,Charlotte Hornets,2025-26
CHA,Charlotte Hornets,2023-01-22,False,122,118,Atlanta Hawks,2025-26
CLE,Cleveland Cavaliers,2023-01-22,True,114,102,Milwaukee Bucks,2025-26
MIL,Milwaukee Bucks,2023-01-22,False,102,114,Cleveland Cavaliers,2025-26
MIN,Minnesota Timberwolves,2023-01-22,True,113,104,Houston Rockets,2025-26
HOU,Houston Rockets,2023-01-22,False,104,113,Minnesota Timberwolves,2025-26
PHX,Phoenix Suns,2023-01-22,True,112,107,Indiana Pacers,2025-26
IND,Indiana Pacers,2023-01-22,False,107,112,Phoenix Suns,2025-26
SAC,Sacramento Kings,2023-01-22,True,127,129,Philadelphia 76ers,2025-26
PHI,Philadelphia 76ers,2023-01-22,False,129,127,Sacramento Kings,2025-26
DAL,Dallas Mavericks,2023-01-22,True,98,112,LA Clippers,2025-26
LAC,LA Clippers,2023-01-22,False,112,98,Dallas Mavericks,2025-26
MIA,Miami Heat,2023-01-22,True,100,96,New Orleans Pelicans,2025-26
NO,New Orleans Pelicans,2023-01-22,False,96,100,Miami Heat,2025-26
TOR,Toronto Raptors,2023-01-22,True,125,116,New York Knicks,2025-26
NY,New York Knicks,2023-01-22,False,116,125,Toronto Raptors,2025-26
DEN,Denver Nuggets,2023-01-23,True,99,101,Oklahoma City Thunder,2025-26
OKC,Oklahoma City Thunder,2023-01-23,False,101,99,Denver Nuggets,2025-26
PHX,Phoenix Suns,2023-01-23,True,112,110,Memphis Grizzlies,2025-26
MEM,Memphis Grizzlies,2023-01-23,False,110,112,Phoenix Suns,2025-26
GS,Golden State Warriors,2023-01-23,True,116,120,Brooklyn Nets,2025-26
BKN,Brooklyn Nets,2023-01-23,False,120,116,Golden State Warriors,2025-26
POR,Portland Trail Blazers,2023-01-23,True,112,121,Los Angeles Lakers,2025-26
LAL,Los Angeles Lakers,2023-01-23,False,121,112,Portland Trail Blazers,2025-26
DET,Detroit Pistons,2023-01-24,True,130,150,Milwaukee Bucks,2025-26
MIL,Milwaukee Bucks,2023-01-24,False,150,130,Detroit Pistons,2025-26
ORL,Orlando Magic,2023-01-24,True,113,98,Boston Celtics,2025-26
BOS,Boston Celtics,2023-01-24,False,98,113,Orlando Magic,2025-26
CHI,Chicago Bulls,2023-01-24,True,111,100,Atlanta Hawks,2025-26
ATL,Atlanta Hawks,2023-01-24,False,100,111,Chicago Bulls,2025-26
HOU,Houston Rockets,2023-01-24,True,119,114,Minnesota Timberwolves,2025-26
MIN,Minnesota Timberwolves,2023-01-24,False,114,119,Houston Rockets,2025-26
UTAH,Utah Jazz,2023-01-24,True,120,102,Charlotte Hornets,2025-26
CHA,Charlotte Hornets,2023-01-24,False,102,120,Utah Jazz,2025-26
POR,Portland Trail Blazers,2023-01-24,True,147,127,San Antonio Spurs,2025-26
SA,San Antonio Spurs,2023-01-24,False,127,147,Portland Trail Blazers,2025-26
SAC,Sacramento Kings,2023-01-24,True,133,100,Memphis Grizzlies,2025-26
MEM,Memphis Grizzlies,2023-01-24,False,100,133,Sacramento Kings,2025-26
IND,Indiana Pacers,2023-01-25,True,116,110,Chicago Bulls,2025-26
CHI,Chicago Bulls,2023-01-25,False,110,116,Indiana Pacers,2025-26
MIA,Miami Heat,2023-01-25,True,98,95,Boston Celtics,2025-26
BOS,Boston Celtics,2023-01-25,False,95,98,Miami Heat,2025-26
NY,New York Knicks,2023-01-25,True,105,103,Cleveland Cavaliers,2025-26
CLE,Cleveland Cavaliers,2023-01-25,False,103,105,New York Knicks,2025-26
NO,New Orleans Pelicans,2023-01-25,True,98,99,Denver Nuggets,2025-26
DEN,Denver Nuggets,2023-01-25,False,99,98,New Orleans Pelicans,2025-26
DAL,Dallas Mavericks,2023-01-25,True,126,127,Washington Wizards,2025-26
WSH,Washington Wizards,2023-01-25,False,127,126,Dallas Mavericks,2025-26
PHX,Phoenix Suns,2023-01-25,True,128,97,Charlotte Hornets,2025-26
CHA,Charlotte Hornets,2023-01-25,False,97,128,Phoenix Suns,2025-26
LAL,Los Angeles Lakers,2023-01-25,True,115,133,LA Clippers,2025-26
LAC,LA Clippers,2023-01-25,False,133,115,Los Angeles Lakers,2025-26
ORL,Orlando Magic,2023-01-26,True,126,120,Indiana Pacers,2025-26
